Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
10/06/2020,Pueblo West,22785.7,0,1261
10/06/2020,South Adams County,,14,1262
10/06/2020,South Fort Collins,,0,1263
10/06/2020,SPR,,32,1264
10/02/2020,Fort Collins - Mulberry,,7,1265
09/25/2020,Loveland,,5,1266
10/09/2020,Fort Collins - Mulberry,,10,1267
10/09/2020,Greeley,,11,1268
10/09/2020,Longmont,,10,1269
10/09/2020,Louisville,,0,1270
09/25/2020,Metro Wastewater RWHTF - CC,,82,1271
10/09/2020,Loveland,,11,1272
10/02/2020,Greeley,,9,1273
09/25/2020,Metro Wastewater RWHTF - PRC,,102,1274
09/30/2020,Fort Collins - Drake,,19,1275
10/06/2020,Wellington Water and Sewer,,0,1276
09/27/2020,South Fort Collins,,0,1277
10/09/2020,Metro Wastewater RWHTF - CC,,106,1278
10/02/2020,Longmont,,7,1279
10/11/2020,Metro Wastewater RWHTF - CC,,78,1280
09/25/2020,Northglenn,,11,1281
09/30/2020,Fort Collins - Mulberry,,8,1282
10/07/2020,Aurora,,69,1283
09/27/2020,SPR,,17,1284
10/09/2020,Metro Wastewater RWHTF - PRC,,180,1285
10/02/2020,Louisville,,0,1286
10/11/2020,Metro Wastewater RWHTF - PRC,,131,1287
09/25/2020,Pueblo,,10,1288
09/30/2020,Greeley,,9,1289
10/07/2020,Boulder,,12,1290
09/27/2020,Wellington Water and Sewer,,0,1291
10/09/2020,Northglenn,,15,1292
10/02/2020,Loveland,,6,1293
10/11/2020,Northglenn,,8,1294
09/25/2020,Pueblo West,,0,1295
09/30/2020,Longmont,,7,1296
10/07/2020,Broomfield,,10,1297
09/28/2020,Aurora,40314.4,39,1298
10/09/2020,Pueblo,,24,1299
10/02/2020,Metro Wastewater RWHTF - CC,,78,1300
10/11/2020,Pueblo,,17,1301
09/25/2020,South Adams County,,10,1302
09/30/2020,Louisville,,0,1303
10/07/2020,CO Springs - JD Phillips,,16,1304
09/28/2020,Boulder,55073.9,15,1305
10/09/2020,Pueblo West,,0,1306
10/02/2020,Metro Wastewater RWHTF - PRC,,133,1307
10/11/2020,Pueblo West,,0,1308
09/25/2020,South Fort Collins,,0,1309
09/30/2020,Loveland,,5,1310
10/07/2020,CO Springs - Las Vegas,,56,1311
09/28/2020,Broomfield,2263.2,7,1312
10/09/2020,South Adams County,,20,1313
10/02/2020,Northglenn,,11,1314
10/11/2020,South Adams County,,15,1315
09/25/2020,SPR,,27,1316
09/25/2020,Wellington Water and Sewer,,0,1317
09/26/2020,Aurora,,30,1318
09/26/2020,Boulder,,27,1319
09/26/2020,Broomfield,,6,1320
09/26/2020,CO Springs - JD Phillips,,0,1321
09/26/2020,CO Springs - Las Vegas,,19,1322
09/26/2020,Estes Park + Upper Thompson,,0,1323
09/26/2020,Fort Collins - Boxelder,,0,1324
09/26/2020,Fort Collins - Drake,,12,1325
09/26/2020,Fort Collins - Mulberry,,6,1326
09/26/2020,Greeley,,10,1327
09/26/2020,Longmont,,7,1328
09/26/2020,Louisville,,0,1329
09/26/2020,Loveland,,0,1330
09/26/2020,Metro Wastewater RWHTF - CC,,70,1331
09/26/2020,Metro Wastewater RWHTF - PRC,,90,1332
09/26/2020,Northglenn,,9,1333
09/26/2020,Pueblo,,8,1334
09/26/2020,Pueblo West,,0,1335
09/26/2020,South Adams County,,9,1336
09/26/2020,South Fort Collins,,0,1337
09/26/2020,SPR,,20,1338
09/26/2020,Wellington Water and Sewer,,0,1339
09/27/2020,Aurora,,26,1340
09/27/2020,Boulder,,21,1341
09/27/2020,Broomfield,,6,1342
09/27/2020,CO Springs - JD Phillips,,0,1343
09/27/2020,CO Springs - Las Vegas,,19,1344
09/27/2020,Estes Park + Upper Thompson,,0,1345
09/27/2020,Fort Collins - Boxelder,,0,1346
09/27/2020,Fort Collins - Drake,,10,1347
09/27/2020,Fort Collins - Mulberry,,6,1348
09/27/2020,Greeley,,9,1349
09/27/2020,Longmont,,7,1350
09/27/2020,Louisville,,0,1351
09/27/2020,Loveland,,0,1352
09/27/2020,Metro Wastewater RWHTF - CC,,60,1353
09/27/2020,Metro Wastewater RWHTF - PRC,,82,1354
09/27/2020,Northglenn,,7,1355
09/27/2020,Pueblo,,10,1356
09/27/2020,Pueblo West,,0,1357
10/11/2020,South Fort Collins,,0,1358
10/11/2020,SPR,,27,1359
10/11/2020,Wellington Water and Sewer,,0,1360
10/12/2020,Aurora,98305,57,1361
10/12/2020,Boulder,16343.4,9,1362
10/12/2020,Broomfield,15345.3,9,1363
10/12/2020,CO Springs - JD Phillips,56248,13,1364
10/12/2020,CO Springs - Las Vegas,39086.1,47,1365
10/12/2020,Estes Park + Upper Thompson,41969.7,0,1366
10/12/2020,Fort Collins - Boxelder,23557.1,0,1367
10/09/2020,South Fort Collins,,7,1368
10/12/2020,Fort Collins - Drake,55463.7,11,1369
09/30/2020,Metro Wastewater RWHTF - CC,,78,1370
10/09/2020,SPR,,39,1371
10/12/2020,Fort Collins - Mulberry,24501.1,0,1372
10/07/2020,Estes Park + Upper Thompson,,0,1373
09/28/2020,CO Springs - JD Phillips,16759,0,1374
09/30/2020,Metro Wastewater RWHTF - PRC,,148,1375
10/02/2020,Pueblo,,14,1376
10/09/2020,Wellington Water and Sewer,,0,1377
10/12/2020,Greeley,48381.1,12,1378
10/07/2020,Fort Collins - Boxelder,,0,1379
09/28/2020,CO Springs - Las Vegas,12634.8,25,1380
09/30/2020,Northglenn,119952.4,10,1381
10/02/2020,Pueblo West,,0,1382
10/10/2020,Aurora,,78,1383
10/12/2020,Longmont,34328.3,11,1384
10/07/2020,Fort Collins - Drake,,23,1385
09/28/2020,Estes Park + Upper Thompson,12937.1,0,1386
09/30/2020,Pueblo,,11,1387
10/02/2020,South Adams County,,16,1388
10/10/2020,Boulder,,6,1389
10/12/2020,Louisville,2136,0,1390
10/07/2020,Fort Collins - Mulberry,,10,1391
09/28/2020,Fort Collins - Boxelder,8924.6,0,1392
09/30/2020,Pueblo West,,0,1393
10/02/2020,South Fort Collins,,0,1394
10/10/2020,Broomfield,,9,1395
10/12/2020,Loveland,,7,1396
10/07/2020,Greeley,,7,1397
09/28/2020,Fort Collins - Drake,23304.1,12,1398
09/28/2020,Fort Collins - Mulberry,15790.1,5,1399
09/28/2020,Greeley,28545,9,1400
09/28/2020,Longmont,20050.1,7,1401
09/28/2020,Louisville,21041,0,1402
09/28/2020,Loveland,,0,1403
09/28/2020,Metro Wastewater RWHTF - CC,21977.4,64,1404
09/28/2020,Metro Wastewater RWHTF - PRC,38536.7,97,1405
09/28/2020,Northglenn,93176.5,5,1406
09/28/2020,Pueblo,11776.3,8,1407
09/28/2020,Pueblo West,,0,1408
09/28/2020,South Adams County,14095.5,11,1409
09/28/2020,South Fort Collins,0,0,1410
09/28/2020,SPR,29343.8,15,1411
09/28/2020,Wellington Water and Sewer,,0,1412
09/29/2020,Aurora,,45,1413
09/29/2020,Boulder,,16,1414
09/29/2020,Broomfield,,6,1415
09/29/2020,CO Springs - JD Phillips,,6,1416
09/29/2020,CO Springs - Las Vegas,,30,1417
09/29/2020,Estes Park + Upper Thompson,,0,1418
09/29/2020,Fort Collins - Boxelder,,0,1419
09/29/2020,Fort Collins - Drake,,17,1420
09/29/2020,Fort Collins - Mulberry,,7,1421
09/29/2020,Greeley,,10,1422
09/29/2020,Longmont,,7,1423
09/29/2020,Louisville,,0,1424
09/29/2020,Loveland,,0,1425
09/29/2020,Metro Wastewater RWHTF - CC,,67,1426
09/29/2020,Metro Wastewater RWHTF - PRC,,122,1427
09/29/2020,Northglenn,,7,1428
09/29/2020,Pueblo,,11,1429
09/29/2020,Pueblo West,21607.1,0,1430
09/29/2020,South Adams County,,15,1431
09/29/2020,South Fort Collins,,0,1432
09/29/2020,SPR,,20,1433
09/29/2020,Wellington Water and Sewer,,0,1434
09/30/2020,Aurora,,55,1435
09/30/2020,Boulder,,14,1436
10/12/2020,Metro Wastewater RWHTF - CC,60046.6,112,1437
10/10/2020,CO Springs - JD Phillips,,15,1438
10/12/2020,Metro Wastewater RWHTF - PRC,,156,1439
10/10/2020,CO Springs - Las Vegas,,53,1440
09/30/2020,South Adams County,,21,1441
10/12/2020,Northglenn,177216.6,9,1442
10/10/2020,Estes Park + Upper Thompson,,0,1443
09/30/2020,South Fort Collins,,0,1444
10/12/2020,Pueblo,,23,1445
10/02/2020,SPR,,27,1446
10/07/2020,Longmont,,10,1447
10/10/2020,Fort Collins - Boxelder,,0,1448
09/30/2020,SPR,,24,1449
10/12/2020,Pueblo West,,0,1450
10/02/2020,Wellington Water and Sewer,,0,1451
10/07/2020,Louisville,,0,1452
10/10/2020,Fort Collins - Drake,,17,1453
09/30/2020,Wellington Water and Sewer,,0,1454
10/12/2020,South Adams County,28787.1,17,1455
10/03/2020,Aurora,,37,1456
10/07/2020,Loveland,,11,1457
10/10/2020,Fort Collins - Mulberry,,6,1458
10/01/2020,Aurora,59029.5,45,1459
10/12/2020,South Fort Collins,,0,1460
10/03/2020,Boulder,,8,1461
10/07/2020,Metro Wastewater RWHTF - CC,,103,1462
10/10/2020,Greeley,,13,1463
10/01/2020,Boulder,47565.4,12,1464
10/12/2020,SPR,48694.3,36,1465
10/03/2020,Broomfield,,7,1466
10/07/2020,Metro Wastewater RWHTF - PRC,,192,1467
10/10/2020,Longmont,,12,1468
10/01/2020,Broomfield,12463.1,5,1469
10/12/2020,Wellington Water and Sewer,,0,1470
10/03/2020,CO Springs - JD Phillips,,12,1471
10/07/2020,Northglenn,,15,1472
10/10/2020,Louisville,,0,1473
10/01/2020,CO Springs - JD Phillips,51760.7,10,1474
10/13/2020,Aurora,,64,1475
10/03/2020,CO Springs - Las Vegas,,36,1476
10/07/2020,Pueblo,,24,1477
10/10/2020,Loveland,,8,1478
10/01/2020,CO Springs - Las Vegas,44489.2,40,1479
10/13/2020,Boulder,,10,1480
10/03/2020,Estes Park + Upper Thompson,,0,1481
10/07/2020,Pueblo West,,0,1482
10/07/2020,South Adams County,,18,1483
10/07/2020,South Fort Collins,,0,1484
10/07/2020,SPR,,38,1485
10/07/2020,Wellington Water and Sewer,,0,1486
10/08/2020,Aurora,63279,72,1487
10/08/2020,Boulder,7430,9,1488
10/08/2020,Broomfield,8924.1,10,1489
10/08/2020,CO Springs - JD Phillips,41982.7,16,1490
10/08/2020,CO Springs - Las Vegas,43116.7,51,1491
10/08/2020,Estes Park + Upper Thompson,7594,0,1492
10/08/2020,Fort Collins - Boxelder,50081.5,0,1493
10/08/2020,Fort Collins - Drake,18008.4,25,1494
10/08/2020,Fort Collins - Mulberry,12771.5,9,1495
10/08/2020,Greeley,29688.1,10,1496
10/08/2020,Longmont,42111.2,10,1497
10/08/2020,Louisville,9156.6,0,1498
10/08/2020,Loveland,,13,1499
10/08/2020,Metro Wastewater RWHTF - CC,52084.3,104,1500
10/08/2020,Metro Wastewater RWHTF - PRC,63999.7,182,1501
10/08/2020,Northglenn,,14,1502
10/08/2020,Pueblo,24716.7,25,1503
10/08/2020,Pueblo West,41878.6,0,1504
10/08/2020,South Adams County,19806.9,19,1505
10/08/2020,South Fort Collins,30904.4,5,1506
10/08/2020,SPR,54189.1,42,1507
10/08/2020,Wellington Water and Sewer,,0,1508
10/09/2020,Aurora,,83,1509
10/09/2020,Boulder,,8,1510
10/09/2020,Broomfield,,10,1511
10/09/2020,CO Springs - JD Phillips,,13,1512
10/13/2020,Broomfield,,10,1513
10/01/2020,Estes Park + Upper Thompson,2439.6,0,1514
10/10/2020,Metro Wastewater RWHTF - CC,,93,1515
10/13/2020,CO Springs - JD Phillips,,14,1516
10/01/2020,Fort Collins - Boxelder,38153.6,0,1517
10/10/2020,Metro Wastewater RWHTF - PRC,,158,1518
10/13/2020,CO Springs - Las Vegas,,56,1519
10/01/2020,Fort Collins - Drake,27936.1,17,1520
10/10/2020,Northglenn,,10,1521
10/13/2020,Estes Park + Upper Thompson,,0,1522
10/01/2020,Fort Collins - Mulberry,14930.9,7,1523
10/10/2020,Pueblo,,20,1524
10/13/2020,Fort Collins - Boxelder,,0,1525
10/03/2020,Fort Collins - Boxelder,,0,1526
10/01/2020,Greeley,28439.1,9,1527
10/10/2020,Pueblo West,,0,1528
10/13/2020,Fort Collins - Drake,,16,1529
10/03/2020,Fort Collins - Drake,,15,1530
10/01/2020,Longmont,11041.6,6,1531
10/10/2020,South Adams County,,19,1532
10/13/2020,Fort Collins - Mulberry,,5,1533
10/03/2020,Fort Collins - Mulberry,,5,1534
10/01/2020,Louisville,15517.9,0,1535
10/10/2020,South Fort Collins,,6,1536
10/13/2020,Greeley,,14,1537
10/03/2020,Greeley,,10,1538
10/01/2020,Loveland,,5,1539
10/10/2020,SPR,,35,1540
10/13/2020,Longmont,,12,1541
10/03/2020,Longmont,,8,1542
10/01/2020,Metro Wastewater RWHTF - CC,60902.8,72,1543
10/10/2020,Wellington Water and Sewer,,0,1544
10/13/2020,Louisville,,0,1545
10/03/2020,Louisville,,0,1546
10/01/2020,Metro Wastewater RWHTF - PRC,,145,1547
10/11/2020,Aurora,,59,1548
10/13/2020,Loveland,,9,1549
10/03/2020,Loveland,,6,1550
10/01/2020,Northglenn,,12,1551
10/11/2020,Boulder,,7,1552
10/13/2020,Metro Wastewater RWHTF - CC,,143,1553
10/03/2020,Metro Wastewater RWHTF - CC,,70,1554
10/01/2020,Pueblo,13533.7,15,1555
10/11/2020,Broomfield,,9,1556
10/13/2020,Metro Wastewater RWHTF - PRC,,202,1557
10/03/2020,Metro Wastewater RWHTF - PRC,,123,1558
10/01/2020,Pueblo West,,0,1559
10/11/2020,CO Springs - JD Phillips,,13,1560
10/13/2020,Northglenn,,13,1561
10/03/2020,Northglenn,,10,1562
10/01/2020,South Adams County,37821.2,20,1563
10/11/2020,CO Springs - Las Vegas,,51,1564
10/11/2020,Estes Park + Upper Thompson,,0,1565
10/11/2020,Fort Collins - Boxelder,,0,1566
10/11/2020,Fort Collins - Drake,,17,1567
10/11/2020,Fort Collins - Mulberry,,7,1568
10/11/2020,Greeley,,10,1569
10/01/2020,South Fort Collins,21435,0,1570
10/03/2020,Pueblo,,15,1571
10/01/2020,SPR,84141.6,28,1572
10/03/2020,Pueblo West,,0,1573
10/01/2020,Wellington Water and Sewer,,0,1574
10/03/2020,South Adams County,,15,1575
10/02/2020,Aurora,,41,1576
10/03/2020,South Fort Collins,,0,1577
10/02/2020,Boulder,,10,1578
10/03/2020,SPR,,25,1579
10/02/2020,Broomfield,,6,1580
10/03/2020,Wellington Water and Sewer,,0,1581
10/02/2020,CO Springs - JD Phillips,,10,1582
10/04/2020,Aurora,,35,1583
10/02/2020,CO Springs - Las Vegas,,41,1584
10/04/2020,Boulder,,7,1585
10/02/2020,Estes Park + Upper Thompson,,0,1586
10/04/2020,Broomfield,,9,1587
10/02/2020,Fort Collins - Boxelder,,0,1588
10/04/2020,CO Springs - JD Phillips,,10,1589
10/02/2020,Fort Collins - Drake,,18,1590
10/04/2020,CO Springs - Las Vegas,,38,1591
10/04/2020,Estes Park + Upper Thompson,,0,1592
10/04/2020,Fort Collins - Boxelder,,0,1593
10/04/2020,Fort Collins - Drake,,13,1594
10/04/2020,Fort Collins - Mulberry,,6,1595
10/04/2020,Greeley,,8,1596
10/04/2020,Longmont,,6,1597
10/04/2020,Louisville,,0,1598
10/04/2020,Loveland,,6,1599
10/04/2020,Metro Wastewater RWHTF - CC,,73,1600
10/18/2020,Fort Collins - Boxelder,,0,1601
10/25/2020,Broomfield,,19,1602
10/18/2020,Fort Collins - Drake,,11,1603
10/18/2020,Fort Collins - Mulberry,,0,1604
10/18/2020,Greeley,,14,1605
10/25/2020,CO Springs - JD Phillips,,17,1606
10/18/2020,Longmont,,15,1607
10/22/2020,South Adams County,73358.2,32,1608
10/25/2020,CO Springs - Las Vegas,,69,1609
10/18/2020,Louisville,,0,1610
10/27/2020,Fort Collins - Mulberry,,5,1611
10/22/2020,South Fort Collins,36814.4,7,1612
10/25/2020,Estes Park + Upper Thompson,,0,1613
10/18/2020,Loveland,,8,1614
10/22/2020,SPR,119131.9,64,1615
10/27/2020,Greeley,,31,1616
10/25/2020,Fort Collins - Boxelder,,0,1617
10/18/2020,Metro Wastewater RWHTF - CC,,100,1618
10/22/2020,Wellington Water and Sewer,,0,1619
10/27/2020,Longmont,,28,1620
10/25/2020,Fort Collins - Drake,,13,1621
10/18/2020,Metro Wastewater RWHTF - PRC,,166,1622
10/23/2020,Aurora,,99,1623
10/27/2020,Louisville,,8,1624
10/25/2020,Fort Collins - Mulberry,,0,1625
10/18/2020,Northglenn,,12,1626
10/23/2020,Boulder,,18,1627
10/27/2020,Loveland,,19,1628
10/25/2020,Greeley,,16,1629
10/18/2020,Pueblo,,21,1630
10/23/2020,Broomfield,,17,1631
10/27/2020,Metro Wastewater RWHTF - CC,,157,1632
10/25/2020,Longmont,,13,1633
10/18/2020,Pueblo West,,0,1634
10/23/2020,CO Springs - JD Phillips,,22,1635
10/27/2020,Metro Wastewater RWHTF - PRC,,297,1636
10/25/2020,Louisville,,0,1637
10/18/2020,South Adams County,,19,1638
10/23/2020,CO Springs - Las Vegas,,84,1639
10/27/2020,Northglenn,,17,1640
10/25/2020,Loveland,,10,1641
10/18/2020,South Fort Collins,,0,1642
10/23/2020,Estes Park + Upper Thompson,,0,1643
10/27/2020,Pueblo,,70,1644
10/25/2020,Metro Wastewater RWHTF - CC,,113,1645
10/16/2020,Aurora,,87,1646
10/18/2020,SPR,,42,1647
10/18/2020,Wellington Water and Sewer,,0,1648
10/19/2020,Aurora,71673.6,71,1649
10/19/2020,Boulder,7432.2,6,1650
10/19/2020,Broomfield,30838.3,15,1651
10/19/2020,CO Springs - JD Phillips,60618.2,20,1652
10/19/2020,CO Springs - Las Vegas,38204.4,61,1653
10/19/2020,Estes Park + Upper Thompson,93826.8,0,1654
10/19/2020,Fort Collins - Boxelder,45223.5,0,1655
10/19/2020,Fort Collins - Drake,,11,1656
10/19/2020,Fort Collins - Mulberry,27072.6,0,1657
10/19/2020,Greeley,65266.7,20,1658
10/19/2020,Longmont,71380,18,1659
10/19/2020,Louisville,7943.8,0,1660
10/19/2020,Loveland,,12,1661
10/19/2020,Metro Wastewater RWHTF - CC,60060.7,121,1662
10/19/2020,Metro Wastewater RWHTF - PRC,53202.6,190,1663
10/19/2020,Northglenn,109767.2,12,1664
10/19/2020,Pueblo,28619.8,21,1665
10/19/2020,Pueblo West,,0,1666
10/19/2020,South Adams County,37496.1,27,1667
10/19/2020,South Fort Collins,19862.5,0,1668
10/19/2020,SPR,90239.6,42,1669
10/19/2020,Wellington Water and Sewer,,0,1670
10/20/2020,Aurora,,93,1671
10/20/2020,Boulder,,13,1672
10/20/2020,Broomfield,,17,1673
10/20/2020,CO Springs - JD Phillips,,22,1674
10/20/2020,CO Springs - Las Vegas,,71,1675
10/20/2020,Estes Park + Upper Thompson,,0,1676
10/20/2020,Fort Collins - Boxelder,,7,1677
10/20/2020,Fort Collins - Drake,,19,1678
10/20/2020,Fort Collins - Mulberry,,7,1679
10/20/2020,Greeley,,23,1680
10/20/2020,Longmont,,23,1681
10/20/2020,Louisville,,0,1682
10/29/2020,Metro Wastewater RWHTF - PRC,139406.4,523,1683
10/20/2020,Loveland,,15,1684
10/13/2020,Pueblo,,25,1685
10/25/2020,Metro Wastewater RWHTF - PRC,,222,1686
10/29/2020,Northglenn,,26,1687
10/25/2020,Northglenn,,14,1688
10/27/2020,Pueblo West,39115.5,0,1689
10/29/2020,Pueblo,48255.5,87,1690
10/25/2020,Pueblo,,26,1691
10/20/2020,Metro Wastewater RWHTF - CC,,157,1692
10/13/2020,Pueblo West,,0,1693
10/27/2020,South Adams County,,37,1694
10/29/2020,Pueblo West,27866.7,0,1695
10/16/2020,Boulder,,10,1696
10/23/2020,Fort Collins - Boxelder,,5,1697
10/25/2020,Pueblo West,,0,1698
10/20/2020,Metro Wastewater RWHTF - PRC,,261,1699
10/13/2020,South Adams County,,23,1700
10/27/2020,South Fort Collins,,6,1701
10/29/2020,South Adams County,80322.4,67,1702
10/16/2020,Broomfield,,11,1703
10/23/2020,Fort Collins - Drake,,20,1704
10/25/2020,South Adams County,,17,1705
10/20/2020,Northglenn,,18,1706
10/13/2020,South Fort Collins,,5,1707
10/27/2020,SPR,,68,1708
10/29/2020,South Fort Collins,31014.5,10,1709
10/16/2020,CO Springs - JD Phillips,,22,1710
10/23/2020,Fort Collins - Mulberry,,6,1711
10/25/2020,South Fort Collins,,0,1712
10/20/2020,Pueblo,,26,1713
10/13/2020,SPR,,45,1714
10/27/2020,Wellington Water and Sewer,,0,1715
10/29/2020,SPR,189836.1,96,1716
10/16/2020,CO Springs - Las Vegas,,59,1717
10/23/2020,Greeley,,24,1718
10/25/2020,SPR,,53,1719
10/20/2020,Pueblo West,22378.5,0,1720
10/13/2020,Wellington Water and Sewer,,0,1721
10/28/2020,Aurora,,151,1722
10/29/2020,Wellington Water and Sewer,119090.3,5,1723
10/16/2020,Estes Park + Upper Thompson,,0,1724
10/23/2020,Longmont,,22,1725
10/25/2020,Wellington Water and Sewer,,0,1726
10/20/2020,South Adams County,,30,1727
10/14/2020,Aurora,,85,1728
10/28/2020,Boulder,,33,1729
10/30/2020,Aurora,,184,1730
10/16/2020,Fort Collins - Boxelder,,5,1731
10/23/2020,Louisville,,0,1732
10/26/2020,Aurora,163823.3,76,1733
10/26/2020,Boulder,45646.7,15,1734
10/26/2020,Broomfield,14147.7,20,1735
10/26/2020,CO Springs - JD Phillips,52583,20,1736
10/26/2020,CO Springs - Las Vegas,94305.7,66,1737
10/26/2020,Estes Park + Upper Thompson,,0,1738
10/26/2020,Fort Collins - Boxelder,37342.1,0,1739
10/26/2020,Fort Collins - Drake,35817.2,7,1740
10/26/2020,Fort Collins - Mulberry,41299.6,0,1741
10/26/2020,Greeley,77073.3,20,1742
10/26/2020,Longmont,53117,18,1743
10/26/2020,Louisville,33362,0,1744
10/26/2020,Loveland,64887.8,11,1745
10/26/2020,Metro Wastewater RWHTF - CC,,102,1746
10/26/2020,Metro Wastewater RWHTF - PRC,131739.3,217,1747
10/26/2020,Northglenn,146015,12,1748
10/26/2020,Pueblo,144272,50,1749
10/26/2020,Pueblo West,,0,1750
10/26/2020,South Adams County,58795.3,21,1751
10/26/2020,South Fort Collins,22733.4,0,1752
10/26/2020,SPR,194983.1,56,1753
10/26/2020,Wellington Water and Sewer,57231.6,0,1754
10/27/2020,Aurora,,111,1755
10/27/2020,Boulder,,24,1756
10/27/2020,Broomfield,,20,1757
10/27/2020,CO Springs - JD Phillips,,25,1758
10/27/2020,CO Springs - Las Vegas,,92,1759
10/27/2020,Estes Park + Upper Thompson,,6,1760
10/27/2020,Fort Collins - Boxelder,,5,1761
10/27/2020,Fort Collins - Drake,,17,1762
10/23/2020,Loveland,,17,1763
10/16/2020,Fort Collins - Drake,,18,1764
10/30/2020,Boulder,,31,1765
10/14/2020,Boulder,,10,1766
10/23/2020,Metro Wastewater RWHTF - CC,,158,1767
10/16/2020,Fort Collins - Mulberry,,9,1768
10/30/2020,Broomfield,,23,1769
10/14/2020,Broomfield,,10,1770
10/20/2020,South Fort Collins,,6,1771
10/23/2020,Metro Wastewater RWHTF - PRC,,309,1772
10/16/2020,Greeley,,13,1773
10/30/2020,CO Springs - JD Phillips,,35,1774
10/14/2020,CO Springs - JD Phillips,,18,1775
10/28/2020,Broomfield,,24,1776
10/20/2020,SPR,,59,1777
10/23/2020,Northglenn,,16,1778
10/16/2020,Longmont,,15,1779
10/30/2020,CO Springs - Las Vegas,,158,1780
10/14/2020,CO Springs - Las Vegas,,60,1781
10/28/2020,CO Springs - JD Phillips,,30,1782
10/20/2020,Wellington Water and Sewer,,0,1783
10/23/2020,Pueblo,,72,1784
10/16/2020,Louisville,,0,1785
10/30/2020,Estes Park + Upper Thompson,,0,1786
10/14/2020,Estes Park + Upper Thompson,,0,1787
10/28/2020,CO Springs - Las Vegas,,132,1788
10/21/2020,Aurora,,108,1789
10/23/2020,Pueblo West,,0,1790
10/16/2020,Loveland,,14,1791
10/30/2020,Fort Collins - Boxelder,,8,1792
10/14/2020,Fort Collins - Boxelder,,5,1793
10/28/2020,Estes Park + Upper Thompson,,6,1794
10/21/2020,Boulder,,20,1795
10/23/2020,South Adams County,,31,1796
10/16/2020,Metro Wastewater RWHTF - CC,,145,1797
10/30/2020,Fort Collins - Drake,,37,1798
10/14/2020,Fort Collins - Drake,,17,1799
10/28/2020,Fort Collins - Boxelder,,8,1800
10/21/2020,Broomfield,,18,1801
10/23/2020,South Fort Collins,,6,1802
10/16/2020,Metro Wastewater RWHTF - PRC,,246,1803
10/30/2020,Fort Collins - Mulberry,,11,1804
10/14/2020,Fort Collins - Mulberry,,6,1805
10/28/2020,Fort Collins - Drake,,32,1806
10/21/2020,CO Springs - JD Phillips,,23,1807
10/23/2020,SPR,,59,1808
10/16/2020,Northglenn,,20,1809
10/30/2020,Greeley,,60,1810
10/14/2020,Greeley,,18,1811
10/28/2020,Fort Collins - Mulberry,,8,1812
10/21/2020,CO Springs - Las Vegas,,78,1813
10/23/2020,Wellington Water and Sewer,,0,1814
10/24/2020,Aurora,,95,1815
10/24/2020,Boulder,,15,1816
10/24/2020,Broomfield,,20,1817
10/24/2020,CO Springs - JD Phillips,,20,1818
10/24/2020,CO Springs - Las Vegas,,81,1819
10/24/2020,Estes Park + Upper Thompson,,0,1820
10/24/2020,Fort Collins - Boxelder,,0,1821
10/24/2020,Fort Collins - Drake,,15,1822
10/24/2020,Fort Collins - Mulberry,,5,1823
10/24/2020,Greeley,,22,1824
10/24/2020,Longmont,,17,1825
10/24/2020,Louisville,,0,1826
10/24/2020,Loveland,,13,1827
10/24/2020,Metro Wastewater RWHTF - CC,,147,1828
10/24/2020,Metro Wastewater RWHTF - PRC,,288,1829
10/24/2020,Northglenn,,14,1830
10/24/2020,Pueblo,,72,1831
10/24/2020,Pueblo West,,0,1832
10/24/2020,South Adams County,,28,1833
10/24/2020,South Fort Collins,,0,1834
10/24/2020,SPR,,55,1835
10/24/2020,Wellington Water and Sewer,,0,1836
10/25/2020,Aurora,,76,1837
10/25/2020,Boulder,,14,1838
10/28/2020,Greeley,,48,1839
10/28/2020,Longmont,,39,1840
10/28/2020,Louisville,,10,1841
10/28/2020,Loveland,,27,1842
10/28/2020,Metro Wastewater RWHTF - CC,,231,1843
10/28/2020,Metro Wastewater RWHTF - PRC,,445,1844
10/28/2020,Northglenn,173578.8,20,1845
10/28/2020,Pueblo,,83,1846
10/28/2020,Pueblo West,,0,1847
10/28/2020,South Adams County,,54,1848
10/28/2020,South Fort Collins,,9,1849
10/28/2020,SPR,,85,1850
10/28/2020,Wellington Water and Sewer,,5,1851
10/29/2020,Aurora,128712.6,184,1852
10/29/2020,Boulder,55568.4,35,1853
10/29/2020,Broomfield,53908.9,25,1854
10/29/2020,CO Springs - JD Phillips,75923.6,35,1855
10/29/2020,CO Springs - Las Vegas,134619.9,163,1856
10/29/2020,Estes Park + Upper Thompson,42603.6,5,1857
10/29/2020,Fort Collins - Boxelder,77958.9,9,1858
10/29/2020,Fort Collins - Drake,56850.6,35,1859
10/29/2020,Fort Collins - Mulberry,34164.2,10,1860
10/29/2020,Greeley,189948.6,58,1861
10/29/2020,Longmont,117402.7,44,1862
10/29/2020,Louisville,61795,9,1863
10/29/2020,Loveland,89277.7,27,1864
10/29/2020,Metro Wastewater RWHTF - CC,71332.5,275,1865
10/21/2020,Estes Park + Upper Thompson,,0,1866
10/21/2020,Fort Collins - Boxelder,,8,1867
10/21/2020,Fort Collins - Drake,,24,1868
10/21/2020,Fort Collins - Mulberry,,8,1869
10/21/2020,Greeley,,28,1870
10/21/2020,Longmont,,28,1871
10/21/2020,Louisville,,0,1872
