Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
11/24/2020,Wellington Water and Sewer,202247.3,9,2480
11/25/2020,Aurora,,312,2481
11/25/2020,Boulder,,47,2482
11/25/2020,Broomfield,,35,2483
12/05/2020,Aurora,,215,2484
11/28/2020,CO Springs - Las Vegas,,218,2485
11/30/2020,Longmont,164923.8,56,2486
11/25/2020,CO Springs - JD Phillips,,103,2487
11/25/2020,CO Springs - Las Vegas,,393,2488
11/25/2020,Estes Park + Upper Thompson,,0,2489
11/25/2020,Fort Collins - Boxelder,,25,2490
11/25/2020,Fort Collins - Drake,,75,2491
11/25/2020,Fort Collins - Mulberry,,36,2492
11/25/2020,Greeley,,116,2493
11/25/2020,Longmont,,63,2494
11/25/2020,Louisville,,9,2495
11/25/2020,Loveland,,78,2496
11/25/2020,Metro Wastewater RWHTF - CC,,377,2497
11/25/2020,Metro Wastewater RWHTF - PRC,,724,2498
11/25/2020,Northglenn,,47,2499
11/25/2020,Pueblo,,215,2500
11/25/2020,Pueblo West,,0,2501
11/25/2020,South Adams County,,71,2502
11/25/2020,South Fort Collins,,21,2503
12/05/2020,Boulder,,24,2504
12/05/2020,Broomfield,,21,2505
12/05/2020,CO Springs - JD Phillips,,77,2506
12/05/2020,CO Springs - Las Vegas,,248,2507
12/05/2020,Estes Park + Upper Thompson,,0,2508
12/05/2020,Fort Collins - Boxelder,,23,2509
12/05/2020,Fort Collins - Drake,,67,2510
12/05/2020,Fort Collins - Mulberry,,24,2511
12/05/2020,Greeley,,68,2512
12/05/2020,Longmont,,56,2513
12/05/2020,Louisville,,6,2514
12/05/2020,Loveland,,48,2515
12/05/2020,Metro Wastewater RWHTF - CC,,264,2516
12/05/2020,Metro Wastewater RWHTF - PRC,,613,2517
12/05/2020,Northglenn,,27,2518
12/05/2020,Pueblo,,137,2519
12/05/2020,Pueblo West,,0,2520
12/05/2020,South Adams County,,49,2521
12/05/2020,South Fort Collins,,18,2522
12/05/2020,SPR,,136,2523
12/05/2020,Wellington Water and Sewer,,21,2524
12/06/2020,Aurora,,161,2525
12/06/2020,Boulder,,17,2526
12/06/2020,Broomfield,,17,2527
12/06/2020,CO Springs - JD Phillips,,54,2528
12/06/2020,CO Springs - Las Vegas,,182,2529
12/06/2020,Estes Park + Upper Thompson,,0,2530
12/06/2020,Fort Collins - Boxelder,,12,2531
12/06/2020,Fort Collins - Drake,,43,2532
12/06/2020,Fort Collins - Mulberry,,16,2533
12/06/2020,Greeley,,53,2534
12/06/2020,Longmont,,44,2535
12/06/2020,Louisville,,5,2536
12/06/2020,Loveland,,30,2537
12/06/2020,Metro Wastewater RWHTF - CC,,200,2538
12/06/2020,Metro Wastewater RWHTF - PRC,,498,2539
12/06/2020,Northglenn,,21,2540
12/06/2020,Pueblo,,101,2541
12/06/2020,Pueblo West,,0,2542
12/06/2020,South Adams County,,40,2543
12/06/2020,South Fort Collins,,11,2544
12/06/2020,SPR,,98,2545
12/06/2020,Wellington Water and Sewer,,6,2546
12/07/2020,Aurora,223465.2,159,2547
12/07/2020,Boulder,97257.1,24,2548
12/07/2020,Broomfield,22550.9,19,2549
11/28/2020,Estes Park + Upper Thompson,,0,2550
12/07/2020,CO Springs - JD Phillips,241053,60,2551
11/28/2020,Fort Collins - Boxelder,,11,2552
11/30/2020,Louisville,,6,2553
12/07/2020,CO Springs - Las Vegas,273518.9,195,2554
11/28/2020,Fort Collins - Drake,,36,2555
11/30/2020,Loveland,,45,2556
12/07/2020,Estes Park + Upper Thompson,161052.6,0,2557
11/28/2020,Fort Collins - Mulberry,,12,2558
11/30/2020,Metro Wastewater RWHTF - CC,266679.7,294,2559
11/28/2020,Greeley,,49,2560
11/30/2020,Metro Wastewater RWHTF - PRC,184016.2,566,2561
11/28/2020,Longmont,,43,2562
11/30/2020,Northglenn,254320,35,2563
11/28/2020,Louisville,,0,2564
11/30/2020,Pueblo,551311.3,138,2565
11/28/2020,Loveland,,32,2566
11/30/2020,Pueblo West,,0,2567
11/19/2020,Broomfield,27927.3,46,2568
11/21/2020,Fort Collins - Mulberry,,28,2569
11/25/2020,SPR,,210,2570
11/28/2020,Metro Wastewater RWHTF - CC,,245,2571
11/28/2020,Metro Wastewater RWHTF - PRC,,409,2572
11/28/2020,Northglenn,,36,2573
11/28/2020,Pueblo,,118,2574
11/28/2020,Pueblo West,,0,2575
11/28/2020,South Adams County,,52,2576
11/28/2020,South Fort Collins,,9,2577
11/28/2020,SPR,,125,2578
11/28/2020,Wellington Water and Sewer,,0,2579
11/29/2020,Aurora,,226,2580
11/29/2020,Boulder,,27,2581
11/29/2020,Broomfield,,31,2582
11/29/2020,CO Springs - JD Phillips,,71,2583
11/29/2020,CO Springs - Las Vegas,,227,2584
11/29/2020,Estes Park + Upper Thompson,,0,2585
11/29/2020,Fort Collins - Boxelder,,13,2586
11/29/2020,Fort Collins - Drake,,41,2587
11/29/2020,Fort Collins - Mulberry,,14,2588
11/29/2020,Greeley,,58,2589
11/29/2020,Longmont,,47,2590
11/29/2020,Louisville,,5,2591
11/29/2020,Loveland,,38,2592
11/29/2020,Metro Wastewater RWHTF - CC,,293,2593
11/29/2020,Metro Wastewater RWHTF - PRC,,462,2594
11/29/2020,Northglenn,,41,2595
11/29/2020,Pueblo,,120,2596
11/29/2020,Pueblo West,,0,2597
11/29/2020,South Adams County,,61,2598
11/29/2020,South Fort Collins,,11,2599
11/29/2020,SPR,,156,2600
11/29/2020,Wellington Water and Sewer,,6,2601
11/30/2020,Aurora,293664.5,232,2602
11/30/2020,Boulder,63802.8,34,2603
11/30/2020,Broomfield,31946.4,36,2604
11/30/2020,CO Springs - JD Phillips,259395.1,89,2605
11/30/2020,CO Springs - Las Vegas,311940.4,272,2606
11/30/2020,Estes Park + Upper Thompson,128190.8,0,2607
11/30/2020,Fort Collins - Boxelder,146380.3,18,2608
11/30/2020,Fort Collins - Drake,264013.2,51,2609
11/30/2020,Fort Collins - Mulberry,52031.5,18,2610
11/30/2020,Greeley,362470.9,95,2611
11/19/2020,CO Springs - JD Phillips,193270.3,116,2612
11/19/2020,CO Springs - Las Vegas,166291.4,365,2613
11/19/2020,Estes Park + Upper Thompson,49760.3,0,2614
11/19/2020,Fort Collins - Boxelder,98783.1,21,2615
11/19/2020,Fort Collins - Drake,86722.1,76,2616
11/19/2020,Fort Collins - Mulberry,76048,28,2617
11/19/2020,Greeley,441091.6,124,2618
11/19/2020,Longmont,252747.7,78,2619
11/19/2020,Louisville,42493.5,8,2620
11/19/2020,Loveland,190271,57,2621
11/19/2020,Metro Wastewater RWHTF - CC,306884.8,429,2622
11/19/2020,Metro Wastewater RWHTF - PRC,822053.6,815,2623
11/19/2020,Northglenn,,50,2624
11/19/2020,Pueblo,741009,240,2625
11/19/2020,Pueblo West,401408.3,0,2626
11/19/2020,South Adams County,79424.6,73,2627
11/19/2020,South Fort Collins,59633.6,16,2628
11/30/2020,South Adams County,119176.8,50,2629
11/21/2020,Greeley,,96,2630
11/25/2020,Wellington Water and Sewer,,10,2631
11/19/2020,SPR,250589.4,211,2632
11/30/2020,South Fort Collins,77922.3,16,2633
11/21/2020,Longmont,,70,2634
11/26/2020,Aurora,,209,2635
11/19/2020,Wellington Water and Sewer,421693.6,9,2636
11/30/2020,SPR,184435.1,167,2637
11/21/2020,Louisville,,8,2638
11/26/2020,Boulder,,35,2639
11/20/2020,Aurora,,292,2640
11/30/2020,Wellington Water and Sewer,490406.5,7,2641
11/21/2020,Loveland,,49,2642
11/26/2020,Broomfield,,28,2643
11/20/2020,Boulder,,62,2644
12/01/2020,Aurora,,267,2645
11/21/2020,Metro Wastewater RWHTF - CC,,356,2646
11/26/2020,CO Springs - JD Phillips,,68,2647
11/20/2020,Broomfield,,38,2648
12/01/2020,Boulder,,40,2649
11/21/2020,Metro Wastewater RWHTF - PRC,,639,2650
11/26/2020,CO Springs - Las Vegas,,241,2651
11/20/2020,CO Springs - JD Phillips,,110,2652
12/01/2020,Broomfield,,35,2653
12/01/2020,CO Springs - JD Phillips,,100,2654
11/21/2020,Northglenn,,36,2655
11/21/2020,Pueblo,,167,2656
11/21/2020,Pueblo West,,0,2657
11/21/2020,South Adams County,,63,2658
11/21/2020,South Fort Collins,,18,2659
11/21/2020,SPR,,173,2660
11/21/2020,Wellington Water and Sewer,,8,2661
11/22/2020,Aurora,,207,2662
11/22/2020,Boulder,,46,2663
11/22/2020,Broomfield,,26,2664
11/22/2020,CO Springs - JD Phillips,,70,2665
11/22/2020,CO Springs - Las Vegas,,189,2666
11/22/2020,Estes Park + Upper Thompson,,0,2667
11/22/2020,Fort Collins - Boxelder,,13,2668
11/22/2020,Fort Collins - Drake,,67,2669
11/22/2020,Fort Collins - Mulberry,,22,2670
11/22/2020,Greeley,,70,2671
11/22/2020,Longmont,,55,2672
11/22/2020,Louisville,,7,2673
11/22/2020,Loveland,,39,2674
11/22/2020,Metro Wastewater RWHTF - CC,,278,2675
11/22/2020,Metro Wastewater RWHTF - PRC,,521,2676
11/22/2020,Northglenn,,29,2677
12/01/2020,CO Springs - Las Vegas,,329,2678
11/22/2020,Pueblo,,115,2679
12/01/2020,Estes Park + Upper Thompson,,0,2680
11/22/2020,Pueblo West,,0,2681
11/20/2020,CO Springs - Las Vegas,,328,2682
11/26/2020,Estes Park + Upper Thompson,,0,2683
11/26/2020,Fort Collins - Boxelder,,16,2684
12/01/2020,Fort Collins - Boxelder,,23,2685
11/26/2020,Fort Collins - Drake,,49,2686
11/20/2020,Estes Park + Upper Thompson,,0,2687
11/22/2020,South Adams County,,49,2688
12/01/2020,Fort Collins - Drake,,67,2689
11/26/2020,Fort Collins - Mulberry,,27,2690
11/20/2020,Fort Collins - Boxelder,,20,2691
11/22/2020,South Fort Collins,,15,2692
12/01/2020,Fort Collins - Mulberry,,20,2693
11/26/2020,Greeley,,80,2694
11/20/2020,Fort Collins - Drake,,86,2695
11/22/2020,SPR,,138,2696
12/01/2020,Greeley,,115,2697
11/26/2020,Longmont,,42,2698
11/20/2020,Fort Collins - Mulberry,,34,2699
11/22/2020,Wellington Water and Sewer,,5,2700
12/01/2020,Longmont,,60,2701
11/26/2020,Louisville,,6,2702
11/20/2020,Greeley,,116,2703
12/01/2020,Louisville,,6,2704
11/23/2020,Aurora,,229,2705
11/26/2020,Loveland,,51,2706
11/20/2020,Longmont,,74,2707
12/01/2020,Loveland,,58,2708
11/23/2020,Boulder,,35,2709
11/26/2020,Metro Wastewater RWHTF - CC,,242,2710
11/20/2020,Louisville,,7,2711
12/01/2020,Metro Wastewater RWHTF - CC,,345,2712
11/23/2020,Broomfield,,30,2713
11/26/2020,Metro Wastewater RWHTF - PRC,,495,2714
11/20/2020,Loveland,,58,2715
12/01/2020,Metro Wastewater RWHTF - PRC,,630,2716
11/23/2020,CO Springs - JD Phillips,,72,2717
11/26/2020,Northglenn,,30,2718
11/20/2020,Metro Wastewater RWHTF - CC,,414,2719
12/01/2020,Northglenn,,31,2720
11/23/2020,CO Springs - Las Vegas,,265,2721
11/26/2020,Pueblo,,160,2722
11/20/2020,Metro Wastewater RWHTF - PRC,,754,2723
12/01/2020,Pueblo,,162,2724
11/23/2020,Estes Park + Upper Thompson,,0,2725
11/26/2020,Pueblo West,,0,2726
11/20/2020,Northglenn,,45,2727
12/01/2020,Pueblo West,221859.5,0,2728
11/23/2020,Fort Collins - Boxelder,,16,2729
11/26/2020,South Adams County,,48,2730
12/01/2020,South Adams County,,54,2731
11/20/2020,Pueblo,,211,2732
11/23/2020,Fort Collins - Drake,,64,2733
11/26/2020,South Fort Collins,,15,2734
11/20/2020,Pueblo West,,0,2735
12/01/2020,South Fort Collins,,21,2736
12/01/2020,SPR,,183,2737
12/01/2020,Wellington Water and Sewer,,11,2738
12/02/2020,Aurora,,301,2739
12/02/2020,Boulder,,44,2740
11/23/2020,Fort Collins - Mulberry,,21,2741
12/02/2020,Broomfield,,37,2742
11/26/2020,SPR,,144,2743
11/20/2020,South Adams County,,70,2744
12/02/2020,CO Springs - JD Phillips,,122,2745
11/20/2020,South Fort Collins,,20,2746
11/26/2020,Wellington Water and Sewer,,6,2747
11/23/2020,Greeley,,74,2748
12/02/2020,CO Springs - Las Vegas,,394,2749
11/20/2020,SPR,,191,2750
11/27/2020,Aurora,,211,2751
11/23/2020,Longmont,178182,59,2752
12/02/2020,Estes Park + Upper Thompson,,0,2753
11/20/2020,Wellington Water and Sewer,,7,2754
11/27/2020,Boulder,,33,2755
11/23/2020,Louisville,,8,2756
12/02/2020,Fort Collins - Boxelder,,27,2757
11/21/2020,Aurora,,256,2758
11/27/2020,Broomfield,64392.3,28,2759
11/23/2020,Loveland,,49,2760
12/02/2020,Fort Collins - Drake,,78,2761
11/21/2020,Boulder,,53,2762
11/27/2020,CO Springs - JD Phillips,,76,2763
11/23/2020,Metro Wastewater RWHTF - CC,,314,2764
12/02/2020,Fort Collins - Mulberry,,28,2765
11/21/2020,Broomfield,,33,2766
11/27/2020,CO Springs - Las Vegas,,240,2767
12/02/2020,Greeley,,129,2768
11/21/2020,CO Springs - JD Phillips,,101,2769
11/27/2020,Estes Park + Upper Thompson,195137,0,2770
12/02/2020,Longmont,,70,2771
11/21/2020,CO Springs - Las Vegas,,270,2772
11/27/2020,Fort Collins - Boxelder,105605.5,14,2773
12/02/2020,Louisville,,5,2774
11/21/2020,Estes Park + Upper Thompson,,0,2775
11/27/2020,Fort Collins - Drake,,51,2776
12/02/2020,Loveland,,77,2777
11/21/2020,Fort Collins - Boxelder,,18,2778
11/27/2020,Fort Collins - Mulberry,,29,2779
12/02/2020,Metro Wastewater RWHTF - CC,,385,2780
11/21/2020,Fort Collins - Drake,,76,2781
11/27/2020,Greeley,,59,2782
12/02/2020,Metro Wastewater RWHTF - PRC,,658,2783
11/27/2020,Longmont,192198.5,47,2784
12/02/2020,Northglenn,225919,36,2785
11/27/2020,Louisville,50794.4,0,2786
11/27/2020,Loveland,,48,2787
11/27/2020,Metro Wastewater RWHTF - CC,,278,2788
11/27/2020,Metro Wastewater RWHTF - PRC,,480,2789
11/27/2020,Northglenn,,40,2790
11/27/2020,Pueblo,,154,2791
11/27/2020,Pueblo West,,0,2792
11/27/2020,South Adams County,,57,2793
11/27/2020,South Fort Collins,,13,2794
11/27/2020,SPR,,146,2795
11/27/2020,Wellington Water and Sewer,,5,2796
11/28/2020,Aurora,,184,2797
11/28/2020,Boulder,,25,2798
11/28/2020,Broomfield,,28,2799
11/28/2020,CO Springs - JD Phillips,,68,2800
12/07/2020,Fort Collins - Boxelder,105567.1,17,2801
12/07/2020,Fort Collins - Drake,119402.7,47,2802
12/07/2020,Fort Collins - Mulberry,53788.9,22,2803
12/07/2020,Greeley,221469.2,45,2804
12/07/2020,Longmont,157788.7,43,2805
12/23/2020,CO Springs - Las Vegas,85518.6,117,2806
12/07/2020,Louisville,51686.4,0,2807
12/07/2020,Loveland,133179.7,41,2808
12/07/2020,Metro Wastewater RWHTF - CC,112978.7,200,2809
12/23/2020,Estes Park + Upper Thompson,56849.6,0,2810
12/07/2020,Metro Wastewater RWHTF - PRC,197522.8,342,2811
12/23/2020,Fort Collins - Boxelder,33893.1,6,2812
12/09/2020,Loveland,,61,2813
12/07/2020,Northglenn,75234.8,23,2814
12/16/2020,Fort Collins - Mulberry,,11,2815
12/23/2020,Fort Collins - Drake,65960.4,29,2816
12/14/2020,Broomfield,32788.8,11,2817
12/20/2020,SPR,,48,2818
12/07/2020,Pueblo,242701.9,111,2819
12/07/2020,Pueblo West,,0,2820
12/07/2020,South Adams County,146664.3,41,2821
12/07/2020,South Fort Collins,93873.1,16,2822
12/07/2020,SPR,181673.2,103,2823
12/07/2020,Wellington Water and Sewer,155797.8,7,2824
12/08/2020,Aurora,,168,2825
12/08/2020,Boulder,,30,2826
12/08/2020,Broomfield,,21,2827
12/08/2020,CO Springs - JD Phillips,,58,2828
12/08/2020,CO Springs - Las Vegas,,233,2829
12/08/2020,Estes Park + Upper Thompson,,0,2830
12/08/2020,Fort Collins - Boxelder,,14,2831
12/08/2020,Fort Collins - Drake,,56,2832
12/08/2020,Fort Collins - Mulberry,,16,2833
12/08/2020,Greeley,,55,2834
12/08/2020,Longmont,,38,2835
12/08/2020,Louisville,,0,2836
12/08/2020,Loveland,,51,2837
12/08/2020,Metro Wastewater RWHTF - CC,,220,2838
12/08/2020,Metro Wastewater RWHTF - PRC,,393,2839
12/08/2020,Northglenn,,24,2840
12/08/2020,Pueblo,,108,2841
12/08/2020,Pueblo West,393872,0,2842
12/08/2020,South Adams County,,43,2843
12/08/2020,South Fort Collins,,15,2844
12/08/2020,SPR,,109,2845
12/08/2020,Wellington Water and Sewer,,8,2846
12/09/2020,Aurora,,204,2847
12/09/2020,Boulder,,35,2848
12/09/2020,Broomfield,,20,2849
12/09/2020,CO Springs - JD Phillips,,75,2850
12/09/2020,CO Springs - Las Vegas,,273,2851
12/09/2020,Estes Park + Upper Thompson,,0,2852
12/09/2020,Fort Collins - Boxelder,,16,2853
12/09/2020,Fort Collins - Drake,,63,2854
12/09/2020,Fort Collins - Mulberry,,20,2855
12/09/2020,Greeley,,63,2856
12/09/2020,Longmont,,43,2857
12/09/2020,Louisville,,0,2858
12/18/2020,Metro Wastewater RWHTF - PRC,,269,2859
12/11/2020,South Adams County,,40,2860
12/09/2020,Metro Wastewater RWHTF - CC,,243,2861
12/23/2020,Fort Collins - Mulberry,20833.3,9,2862
12/16/2020,Greeley,,57,2863
12/23/2020,Greeley,160249.7,47,2864
12/14/2020,CO Springs - JD Phillips,192488.7,39,2865
12/09/2020,Metro Wastewater RWHTF - PRC,,440,2866
12/16/2020,Longmont,,40,2867
12/20/2020,Wellington Water and Sewer,,0,2868
12/11/2020,South Fort Collins,,12,2869
12/18/2020,Northglenn,,11,2870
12/23/2020,Longmont,80469.2,30,2871
12/14/2020,CO Springs - Las Vegas,183214.8,125,2872
12/09/2020,Northglenn,146404.8,24,2873
12/16/2020,Louisville,,0,2874
12/21/2020,Aurora,184830.1,107,2875
12/11/2020,SPR,,99,2876
12/18/2020,Pueblo,,55,2877
12/23/2020,Louisville,32727.8,0,2878
12/14/2020,Estes Park + Upper Thompson,49842.3,0,2879
12/09/2020,Pueblo,,121,2880
12/16/2020,Loveland,,37,2881
12/21/2020,Boulder,48087.3,12,2882
12/11/2020,Wellington Water and Sewer,,0,2883
12/18/2020,Pueblo West,,0,2884
12/23/2020,Loveland,100705.5,34,2885
12/14/2020,Fort Collins - Boxelder,51198.2,9,2886
12/09/2020,Pueblo West,,0,2887
12/16/2020,Metro Wastewater RWHTF - CC,,181,2888
12/21/2020,Broomfield,24523.9,14,2889
12/12/2020,Aurora,,152,2890
12/18/2020,South Adams County,,28,2891
12/23/2020,Metro Wastewater RWHTF - CC,67615.1,137,2892
12/14/2020,Fort Collins - Drake,84837.5,33,2893
12/09/2020,South Adams County,,50,2894
12/16/2020,Metro Wastewater RWHTF - PRC,,309,2895
12/21/2020,CO Springs - JD Phillips,116151.4,34,2896
12/12/2020,Boulder,,20,2897
12/18/2020,South Fort Collins,,12,2898
12/23/2020,Metro Wastewater RWHTF - PRC,73262.4,248,2899
12/14/2020,Fort Collins - Mulberry,48591.9,10,2900
12/09/2020,South Fort Collins,,16,2901
12/16/2020,Northglenn,,15,2902
12/21/2020,CO Springs - Las Vegas,137641.9,76,2903
12/12/2020,Broomfield,,17,2904
12/18/2020,SPR,,71,2905
12/18/2020,Wellington Water and Sewer,,6,2906
12/19/2020,Aurora,,122,2907
12/19/2020,Boulder,,17,2908
12/19/2020,Broomfield,,11,2909
12/19/2020,CO Springs - JD Phillips,,29,2910
12/19/2020,CO Springs - Las Vegas,,104,2911
12/19/2020,Estes Park + Upper Thompson,,0,2912
12/19/2020,Fort Collins - Boxelder,,8,2913
12/19/2020,Fort Collins - Drake,,30,2914
12/19/2020,Fort Collins - Mulberry,,8,2915
12/19/2020,Greeley,,31,2916
12/19/2020,Longmont,,28,2917
12/19/2020,Louisville,,0,2918
12/19/2020,Loveland,,24,2919
12/19/2020,Metro Wastewater RWHTF - CC,,131,2920
12/19/2020,Metro Wastewater RWHTF - PRC,,216,2921
12/19/2020,Northglenn,,9,2922
12/19/2020,Pueblo,,49,2923
12/19/2020,Pueblo West,,0,2924
12/19/2020,South Adams County,,27,2925
12/19/2020,South Fort Collins,,9,2926
12/19/2020,SPR,,64,2927
12/19/2020,Wellington Water and Sewer,,5,2928
12/20/2020,Aurora,,101,2929
12/20/2020,Boulder,,12,2930
12/20/2020,Broomfield,,10,2931
12/20/2020,CO Springs - JD Phillips,,23,2932
12/20/2020,CO Springs - Las Vegas,,72,2933
12/20/2020,Estes Park + Upper Thompson,,0,2934
12/20/2020,Fort Collins - Boxelder,,5,2935
12/20/2020,Fort Collins - Drake,,17,2936
12/20/2020,Fort Collins - Mulberry,,0,2937
12/20/2020,Greeley,,27,2938
12/20/2020,Longmont,,20,2939
12/20/2020,Louisville,,0,2940
12/20/2020,Loveland,,17,2941
12/20/2020,Metro Wastewater RWHTF - CC,,107,2942
12/20/2020,Metro Wastewater RWHTF - PRC,,189,2943
12/20/2020,Northglenn,,10,2944
12/20/2020,Pueblo,,29,2945
12/20/2020,Pueblo West,,0,2946
12/20/2020,South Adams County,,25,2947
12/20/2020,South Fort Collins,,7,2948
12/09/2020,SPR,,119,2949
12/14/2020,Greeley,186821,49,2950
12/09/2020,Wellington Water and Sewer,,9,2951
12/14/2020,Longmont,85501.1,30,2952
12/10/2020,Aurora,267759.3,194,2953
12/23/2020,Northglenn,118381,10,2954
12/14/2020,Louisville,59652.6,0,2955
12/10/2020,Boulder,41728.2,31,2956
12/23/2020,Pueblo,51047.5,46,2957
12/16/2020,Pueblo,,69,2958
12/14/2020,Loveland,115340.7,23,2959
12/21/2020,Estes Park + Upper Thompson,27344.6,0,2960
12/12/2020,CO Springs - JD Phillips,,46,2961
12/10/2020,Broomfield,30461,19,2962
12/23/2020,Pueblo West,,0,2963
12/16/2020,Pueblo West,,0,2964
12/14/2020,Metro Wastewater RWHTF - CC,132292.7,150,2965
12/21/2020,Fort Collins - Boxelder,30304.8,6,2966
12/12/2020,CO Springs - Las Vegas,,157,2967
12/10/2020,CO Springs - JD Phillips,205286.9,56,2968
12/23/2020,South Adams County,58544.5,21,2969
12/16/2020,South Adams County,,36,2970
12/14/2020,Metro Wastewater RWHTF - PRC,105827.2,235,2971
12/21/2020,Fort Collins - Drake,116121.6,21,2972
12/12/2020,Estes Park + Upper Thompson,,0,2973
12/10/2020,CO Springs - Las Vegas,162630.8,211,2974
12/23/2020,South Fort Collins,,8,2975
12/16/2020,South Fort Collins,,14,2976
12/14/2020,Northglenn,108372.8,13,2977
12/21/2020,Fort Collins - Mulberry,29951.6,8,2978
12/12/2020,Fort Collins - Boxelder,,9,2979
12/10/2020,Estes Park + Upper Thompson,19222.3,0,2980
12/23/2020,SPR,82555.6,61,2981
12/16/2020,SPR,,84,2982
12/14/2020,Pueblo,175708.2,65,2983
12/21/2020,Greeley,162986.8,35,2984
12/12/2020,Fort Collins - Drake,,40,2985
12/10/2020,Fort Collins - Boxelder,102556.2,13,2986
12/23/2020,Wellington Water and Sewer,50608.3,0,2987
12/24/2020,Aurora,,105,2988
12/24/2020,Boulder,,21,2989
12/24/2020,Broomfield,,14,2990
12/24/2020,CO Springs - JD Phillips,,39,2991
12/24/2020,CO Springs - Las Vegas,,97,2992
12/24/2020,Estes Park + Upper Thompson,,0,2993
12/24/2020,Fort Collins - Boxelder,,7,2994
12/24/2020,Fort Collins - Drake,,21,2995
12/24/2020,Fort Collins - Mulberry,,0,2996
12/24/2020,Greeley,,36,2997
12/24/2020,Longmont,,24,2998
12/24/2020,Louisville,,0,2999
12/24/2020,Loveland,,22,3000
12/24/2020,Metro Wastewater RWHTF - CC,,113,3001
12/24/2020,Metro Wastewater RWHTF - PRC,,213,3002
12/24/2020,Northglenn,,9,3003
12/24/2020,Pueblo,,30,3004
12/24/2020,Pueblo West,,0,3005
12/24/2020,South Adams County,,20,3006
12/24/2020,South Fort Collins,,7,3007
12/24/2020,SPR,,56,3008
12/24/2020,Wellington Water and Sewer,,0,3009
12/25/2020,Aurora,,82,3010
12/25/2020,Boulder,,15,3011
12/25/2020,Broomfield,,12,3012
12/25/2020,CO Springs - JD Phillips,,32,3013
12/25/2020,CO Springs - Las Vegas,,79,3014
12/25/2020,Estes Park + Upper Thompson,,0,3015
12/25/2020,Fort Collins - Boxelder,,5,3016
12/25/2020,Fort Collins - Drake,,15,3017
12/25/2020,Fort Collins - Mulberry,,0,3018
12/25/2020,Greeley,,25,3019
12/14/2020,Pueblo West,,0,3020
12/14/2020,South Adams County,92958.4,31,3021
12/14/2020,South Fort Collins,120224.2,9,3022
12/14/2020,SPR,,75,3023
12/14/2020,Wellington Water and Sewer,200230.2,0,3024
12/15/2020,Aurora,,132,3025
12/15/2020,Boulder,,19,3026
12/15/2020,Broomfield,,14,3027
12/15/2020,CO Springs - JD Phillips,,38,3028
12/15/2020,CO Springs - Las Vegas,,142,3029
12/15/2020,Estes Park + Upper Thompson,,0,3030
12/15/2020,Fort Collins - Boxelder,,12,3031
12/15/2020,Fort Collins - Drake,,35,3032
12/15/2020,Fort Collins - Mulberry,,11,3033
12/15/2020,Greeley,,48,3034
12/15/2020,Longmont,,37,3035
12/15/2020,Louisville,,0,3036
12/15/2020,Loveland,,31,3037
12/15/2020,Metro Wastewater RWHTF - CC,,170,3038
12/15/2020,Metro Wastewater RWHTF - PRC,,267,3039
12/15/2020,Northglenn,,11,3040
12/15/2020,Pueblo,,67,3041
12/15/2020,Pueblo West,147400,0,3042
12/15/2020,South Adams County,,36,3043
12/15/2020,South Fort Collins,,11,3044
12/15/2020,SPR,,74,3045
12/15/2020,Wellington Water and Sewer,,0,3046
12/10/2020,Fort Collins - Drake,83177.3,59,3047
12/16/2020,Aurora,,161,3048
12/10/2020,Fort Collins - Mulberry,58600.9,15,3049
12/16/2020,Boulder,,21,3050
12/10/2020,Greeley,301890.8,62,3051
12/16/2020,Broomfield,,14,3052
12/12/2020,Fort Collins - Mulberry,,11,3053
12/21/2020,Longmont,55236,22,3054
12/16/2020,Wellington Water and Sewer,,5,3055
12/10/2020,Longmont,156161.3,38,3056
12/16/2020,CO Springs - JD Phillips,,44,3057
12/12/2020,Greeley,,48,3058
12/21/2020,Louisville,82134.8,0,3059
12/17/2020,Aurora,301380.8,160,3060
12/10/2020,Louisville,134656.7,0,3061
12/16/2020,CO Springs - Las Vegas,,181,3062
12/12/2020,Longmont,,29,3063
12/21/2020,Loveland,88236.3,26,3064
12/17/2020,Boulder,27120.7,21,3065
12/10/2020,Loveland,156077.3,47,3066
12/16/2020,Estes Park + Upper Thompson,,0,3067
12/12/2020,Louisville,,0,3068
12/21/2020,Metro Wastewater RWHTF - CC,93789,118,3069
12/17/2020,Broomfield,49066.7,14,3070
12/10/2020,Metro Wastewater RWHTF - CC,190879.4,218,3071
12/10/2020,Metro Wastewater RWHTF - PRC,173947.2,401,3072
12/10/2020,Northglenn,,22,3073
12/10/2020,Pueblo,244763.9,91,3074
12/10/2020,Pueblo West,161726.2,0,3075
12/10/2020,South Adams County,149835.8,43,3076
12/10/2020,South Fort Collins,177455.7,13,3077
12/10/2020,SPR,166472.7,112,3078
12/10/2020,Wellington Water and Sewer,178378.1,5,3079
12/11/2020,Aurora,,178,3080
12/11/2020,Boulder,,27,3081
12/11/2020,Broomfield,,18,3082
12/11/2020,CO Springs - JD Phillips,,55,3083
12/11/2020,CO Springs - Las Vegas,,186,3084
12/11/2020,Estes Park + Upper Thompson,,0,3085
12/11/2020,Fort Collins - Boxelder,,11,3086
12/11/2020,Fort Collins - Drake,,47,3087
12/11/2020,Fort Collins - Mulberry,,14,3088
